"ID","Created Date","Updated Date","Owner","Song Title","Performer","Runtime","Location","Snippet(s) of relevant lyrics","Songwriter ","date written","genre","Keywords (type of worker, labor issues, etc)","Submitter Name","Submitter Email"
"4e648f43-da47-41ae-9537-7fcb42599000",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","I Wanna Be Safe","2014 Safety Song Winner"," ","Labor History Today collection (MP3); cgarlock@gmail.com"," ",,,,,,
"4e745dfd-0cfc-499f-b7a4-3a01ddaa0af2",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Force of Life","Red Star Singers",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"4eb3cc7f-341f-4681-8fe4-63e4baf88829",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","I'd Rather Be A Picket Than A Scab",,,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"4fd7feaf-9ee2-4630-ba3c-4ef59865949c",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Isolation Makes Us Strong","Dave Lippman",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"50439ef5-5fda-49a0-a788-7382e6e4ce12",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","City of New Orleans","Arlo Guthrie"," ","Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"506380a6-f136-4919-9129-1f004d369d00",2022-12-05T21:56:51Z,2022-12-05T21:56:51Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Which Side Are You On trad","Joe Uehlein acoustic Updated",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"50991d9b-62b3-47f8-b5bd-c638f5caae38",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Boss Put That PTO On","Anita Mathias",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"5194ff58-8157-4c2b-981d-b1f4ddca9ef3",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Bernie Sanders 2020 THEME SONG","Tony Tig",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"522b7bba-bb5f-489d-895d-ddcda15f1349",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Big Rock Candy Mountain","Harry McClintock",,"https://www.youtube.com/watch?v=2vTomEuuIZA","There ain't no short-handled shovels,
No axes, saws or picks,
I'ma goin' to stay
Where you sleep all day,
Where they hung the Turk
That invented work
In the Big Rock Candy Mountains","Harry McClintock","1928","Folk",,,
"52e28901-a9d9-41d8-a813-8608f1bffb70",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Shiftwork","Kenny Chesney (feat. Dire Straits)",,"https://www.youtube.com/watch?v=VfiJEfBNRqg","Shift work, hard work, tired body
Blue-collar shirt and a baseball cap
You knew me
He's hot, sweat drops, 'round the clock
Door never locks
Noise never stops
Not all day
Work seven to three
Three to eleven
Eleven to seven
","Troy Jones","December 2007","Country",,,
"531be192-171d-44f4-bc69-9faf6f1a05de",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Cesar Chavez Civil Rights for Kids Song ","Rap Opera for Kids",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"53a2668b-ce12-469d-9288-ad4b63a0d057",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","The People United Will Never Be Defeated!","Rzewski",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"545a33c7-b7c0-4914-a873-7034888a9da3",2022-12-05T21:56:51Z,2022-12-05T21:56:51Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","We Were There",,,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"5584b182-e21a-4f9e-82d2-5565e52de673",2022-12-05T21:56:51Z,2022-12-05T21:56:51Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","When Will We Be Paid","The Staple Singers"," ","Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"5592d78f-d51d-4ad7-809c-f30c4f86c618",2022-12-05T21:56:51Z,2022-12-05T21:56:51Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Union Burying Ground","Woody Guthrie",,"https://www.youtube.com/watch?time continue=49&v=vuzbX6pfY-c","I see they're low'ring a right new coffin,
I see they're letting down a right new coffin,
Way over in that union burying ground....Every new grave brings a thousand new ones,
Every new grave brings a thousand members,
Way over in that union burying ground.","Woody Guthrie","1976","Folk",,,
"55cc54cc-89d2-4dd5-ac4b-3fe00b9c575b",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","The Mannington Mine Disaster","Hazel Dickens",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"5682517d-e901-4908-81bb-7e929317867d",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","On The Picket Line","Joe Glazer",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"56de7102-60cd-4b73-9c6c-fa48ade80286",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","A Dollar Ain't A Dollar Any More","Pete Seeger · Tom Glazer · Hays & Wood",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"570f9c87-ad7e-4e76-ba76-fa91358362fb",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Go South Young Man","Bob Connelly",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"580778f0-8c5d-4525-9053-0b0c13cd5e31",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Spaceship ","Kanye West ",,"https://www.youtube.com/watch?v=mn77gzjBl1U","Workin' this grave shift and I ain't made shit
I wish I could buy me a spaceship and fly past the sky                                      This fuckin' job can't help him
So I quit, y'all welcome
Y'all don't know my struggle
Y'all can't match my hustle
You can't catch my hustle                                                                                    Only wanna ball, never wanna fall
Gotta get mine, gotta take mine
Got a tech nine, reach my prime
Gotta make these haters respect mine
In the mall 'til twelve when my schedule had said nine
Puttin' 'em pants on shelves","Sandra Greene, Gwen Gordy Fuqua, Marvin Gaye, Consequence, GLC, & Kanye West","February 10, 2004","Rap/Hip-Hop",,,
"58d036fc-8805-4843-98db-fdb01a68baf7",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Sufferin Till Suffrage","Etta James",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"58fca022-3f1f-4b3e-8b84-e169b74d49e0",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","The Rebel Girl","Janne Lærkedahl",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"59395761-b619-40f8-9007-d5812b29d23a",2022-12-05T21:56:52Z,2022-12-05T21:56:52Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Wreck of the Carl D Bradley","Lee Murdock",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"5a16d06f-3124-49a3-b914-4c2a507ea9d0",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Ms. Ogyny","Anne Feeney",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"5a180f0b-4e6d-4f7f-b3ea-e3518d52d934",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Old Rub Alcohol Blues","Ben Hunter Joe Seamons"," ","Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"5a6cbb31-834b-4725-bb74-f5e26c0d9ef6",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","I Hate Walmart","Dave Lippman",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"5a9553e0-7cd9-4db2-acea-71ce6f0e940e",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Sharecropper's Blues","Charlie Barnet"," ","Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"5a984c10-32a4-4395-8231-342f1effdac9",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Precarious Work","Mohammad Ali",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"5acf1bcb-acd1-4ef2-838b-a4a421ad224f",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","General Strike","D.O.A.",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"5b30efe5-d626-45c8-a64c-d6ecb319b844",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","One Big Industrial Union","May Day Chorus",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"5bc5e003-c3a4-49c3-9d01-95d40f7eed67",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Don't Talk To Me About Work","Lou Reed",,"https://www.youtube.com/watch?v=UL 0CTpEh00","With work, with work
How many dollars, how many sales
How many liars, how many tales
How many insults must you take in this one life?
I'm in prison most of the day
So please excuse me if I get this way
But I have got obligations to keep
So be very careful when you speak
Don't talk to me about work","Lou Reed","March 1983","Rock",,,
"5bdd2ce0-ac84-4622-935d-62bde6e9b4e8",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","John Brown's Body","Paul Robeson",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"5c246cf6-2d96-4867-bbb2-9152e267be27",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","She Works Hard for the Money","Donna Summer",,"https://www.youtube.com/watch?v=09ZSKE38lTU","Nine a.m. on the hour hand 
And she's waiting for the bell 
And she's looking real pretty 
Just waiting for her clientele...
She'll never sell out 
She never will 
Not for a dollar bill 
She works hard","Donna Summer, Michael Omartian","May 1983","New wave, post-disco",,,
"5c2b2085-f779-4bc6-92a5-e745b2363201",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Stand Up ","Tom Morello",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"5cbc54a1-80a2-4015-aa12-8bcd2b44d8eb",2022-12-05T21:56:51Z,2022-12-05T21:56:51Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Working","Kate Kay Es",,"https://www.youtube.com/watch?v=YR-XUnvFvlg","I've been working everyday
But work don't make everything okay
I've been working everyday
But work don't make everything okay

Think I'm working too hard
And I'm not working enough
Think I'm working too hard
And I'm not working enough","Kate Kay Es","May 5, 2017","Funk pop",,,
"5cd5ab77-4aaa-4b04-9e70-9bc2d80f8427",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Nat Turner","R.J. Phillips Band",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"5cf95b51-9073-4aa7-a99e-db1af42dbbb4",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Hazel Dickens","Fire in the hole",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"5d33543b-83c0-4ca0-8f65-1c621a218098",2022-12-05T21:56:51Z,2022-12-05T21:56:51Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Trump Is on Your Side","Moby and the Homeland Choir",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"5dcf56aa-aa40-4efb-8638-d2a5b1c3bdb5",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Talking Union","Almanac Singers",,"https://www.youtube.com/watch?v=xpWGixCO 9M","Now, if you want higher wages let me tell you what to do
You got to talk to the workers in the shop with you.
You got to build you a union, got to make it strong,
But if you all stick together, boys, it won't be long.
You get shorter hours, better working conditions,
Vacations with pay. Take your kids to the seashore.
It ain't quite this simple, so I better explain
Just why you got to ride on the union train.
'Cause if you wait for the boss to raise your pay,
We'll all be a-waitin' 'til Judgment Day.
We'll all be buried, gone to heaven,
St. Peter'll be the straw boss then.","Almanac Singers, Eric Bernay","July 1941","Folk",,,
"5f017b60-0b68-4945-96ef-707f4357a223",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Hold the Fort","IWW Song Lyrics",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"5f68dc0c-2150-4869-9c0b-900d9c6ad00b",2022-12-05T21:56:51Z,2022-12-05T21:56:51Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Work For the Working Man","Bon Jovi",,"https://www.youtube.com/watch?v=1iclHx1J 6c","Empty pockets full of worry
Had to get two jobs
And it was hard enough just getting by
With the grace of god I'll get us through
I only know what I know how to do
I'm the only one who's got to look my family in the eye","Richie Sambora, Jon Bon Jovi, Darrell Brown","2009","Rock",,,
"5fb4c9fe-a840-451e-bc2d-bbb5e7574555",2022-12-05T21:56:52Z,2022-12-05T21:56:52Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","World's best union song",,,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"60425985-5fd9-42d3-97e0-0c3a7122c6b6",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Are You Now or Have You Ever Been","Anne Feeney",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"615084ed-1c64-4df1-b271-d6800d0c5f9b",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Part Time Worker","Lynn Marie Smith"," ","Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"6203dd84-65e7-43d3-be60-cba56c235fd9",2022-12-05T21:56:51Z,2022-12-05T21:56:51Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","UPS Song (Men In Brown)",,,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"632cb0c5-6c02-43e4-8771-2d67af537bda",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Rosie the Riveter Song","Four Vagabonds",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"63767e1d-6019-44e4-9652-d88e2c7c20ab",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Money, Money, Money","ABBA",,"https://youtu.be/ETxmCCsMoD0","I work all night, I work all day, to pay the bills I have to pay
Ain't it sad
And still there never seems to be a single penny left for me
That's too bad
In my dreams I have a plan
If I got me a wealthy man
I wouldn't have to work at all, I'd fool around and have a ball","Benny Anderson","1976","Pop Rock",,,
"63b52d78-0f34-4b59-bda5-bd820524531c",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Glory","Common, John Legend",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"63bcceb2-d166-46bd-9826-93857b75b132",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Step By Step","John McCutcheon",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"65381215-f986-4308-8a34-150ef13a71af",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Sisters Are Doin It for Themselves ","Eurythmics (Annie Lennox & Dave Stewart)",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"660afca2-e720-40ad-801d-7ee0187babd1",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","1887 The Union Buster","Paul McKenna cover",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"662c1a43-959d-48d4-a507-cdedd30fc342",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","L'Internationale","Billy Bragg",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"68413978-46c7-4785-abf5-54e6ead45d10",2022-12-05T21:56:52Z,2022-12-05T21:56:52Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Yellow Dog Blues","Nat King Cole",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"68eb5182-7dd9-4032-a6d6-5c2159205e19",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","L'Internationale ","Downtown Boys",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"6903caf0-1d13-41b7-b1dc-567418022c29",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Oh Freedom","Vivian Green (From Soundtrack for a Revolution)",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"69171f01-aec1-4dab-8fee-d597b87ced9b",2022-12-05T21:56:51Z,2022-12-05T21:56:51Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","We Are The Working Class","Eddie Starr",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"69ac06cc-f1ae-4190-8e35-09db374b82a5",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","The Ballad of Julie M","George Mann"," ","Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"6a06dd97-4947-40d2-a49e-f160cfd59d19",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","The Way It Is ","Bruce Hornsby & The Range",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"6a5f05b5-0464-4863-a282-4dd8cfe63fc8",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","They'll Never Keep Us Down","Hazel Dickens",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"6ab9ae87-d524-42f2-8960-bd6942d9b57f",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Deportee (Plane Wreck at Los Gatos) ","Joan Baez (2017 Rock & Roll Hall of Fame Induction Ceremony)",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"6ad0bd4f-9028-4f69-a09c-676ae131a286",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Jericho","Joe DeFilippo",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"6afd3d03-a377-4c15-94ff-987895dcbfb7",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","There is Power in a Union","Folk Hogan",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"6b5031f5-9168-4043-90b0-8ddc14a25996",2022-12-05T21:56:51Z,2022-12-05T21:56:51Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","We Have Fed You All For A Thousand Years","Ellie Bryan",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"6b86a87a-7bc9-474a-81bb-d6bbbf6c2435",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","1913 Massacre","Arlo Guthrie",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"6c2594a7-dbfb-43b2-a61d-d0ef91ff09a7",2022-12-05T21:56:51Z,2022-12-05T21:56:51Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Working Girl","Ding Dong",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"6cf11698-6073-4d31-8efb-d3d88a0389da",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","If You Want to Go Quickly","Steve Jones",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"6cf4ef5f-690b-45a2-88e0-f3fa5c7e3b9a",2022-12-05T21:56:51Z,2022-12-05T21:56:51Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","We Need Our Contract","Lynn Marie Smith",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"6d231fd7-f146-415f-8626-16d8510f6007",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Song of the United Front",,,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"6d6295a3-5731-4620-9d51-5085902ad9bd",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","John Brown's Body","Sonny Stitt"," ","Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"6d6821ec-5365-4e15-ae55-91f6c3d80345",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","DC Vote","Chopteeth",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"6e5b52fc-048f-4634-a9ad-f37da9075834",2022-12-05T21:56:47Z,2022-12-05T21:56:47Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","8 Hours Work, 8 Hours Sleep, 8 Hours for What We Will",," ","Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"6eb3c8c1-0cd3-4dce-98ce-51b74bc6886d",2022-12-05T21:56:51Z,2022-12-05T21:56:51Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Which Side Are You On","George Mann",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"6eefd1c0-2fb8-414b-ae61-7fcc32da9c3a",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Take This Job And Shove It","Johnny Paycheck",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"6efff55e-1012-43b0-a376-32ad18632fc4",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","There is Power in a Union","Street Dogs",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"7010d330-1328-4e00-bddb-75da6bfeb61f",2022-12-05T21:56:51Z,2022-12-05T21:56:51Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","War ","Edwin Starr",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"7035bdbf-a8a5-41f6-b405-52a28286f718",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","How Can a Poor Man Stand Such Times","Bruce Springsteen",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"71b939f6-f802-421d-9579-29abdafab4dc",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Stock Market Crash of 1929 ","Rebecca Blacks Friday Parody",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"73d990fb-bdcd-4c6c-a258-ddc3ed9e13b7",2022-12-05T21:56:51Z,2022-12-05T21:56:51Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Union Town ","Tom Morello",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"740dd8dd-138c-42a5-a40f-f9c9c0f4118f",2022-12-05T21:56:49Z,2022-12-05T21:56:49Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Organize, Organize, Organize (Let it Snow)","Ariana",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"744316e6-3ca2-4c7b-8423-f8f6fc70d19c",2022-12-05T21:56:51Z,2022-12-05T21:56:51Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Workers Song","Dropkick Murphys",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"7586a7db-0c56-4765-a45c-8f72c26f80ac",2022-12-05T21:56:51Z,2022-12-05T21:56:51Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Working For The Weekend","Lover Boy",,"https://www.youtube.com/watch?v=ahvSgFHzJIc","Everyone's watching, to see what you will do
Everyone's looking at you, oh
Everyone's wondering, will you come out tonight
Everyone's trying to get it right, get it right
Everybody's working for the weekend
Everybody wants a little romance
Everybody's goin' off the deep end
Everybody needs a second chance, oh
You want a piece of my heart
You better start from start
You wanna be in the show
Come on baby lets go","Paul Dean/ Matthew Frenette/ Mike Reno","1981","Classic rock, Pop",,,
"760b0f5f-6b2c-4f3b-906b-264ddc98b400",2022-12-05T21:56:48Z,2022-12-05T21:56:48Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","It's time for a general strike","DOA",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"761075e8-6ca9-4bea-902f-49c60dd22f21",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Standing On The Shoulders","R.J. Phillips Band",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"76a5a4ca-9e92-4c61-93b5-e5b47067f2a6",2022-12-05T21:56:51Z,2022-12-05T21:56:51Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","Wham Rap Enjoy What You Do ","WHAM",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"773aa341-6f35-4013-aa1c-fe06e7a4fec3",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","The National Anthem","Lynn Marie Smith",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
"7868480b-03e4-4b27-a46a-bf6198f730ee",2022-12-05T21:56:50Z,2022-12-05T21:56:50Z,"6b0b63f6-190a-4ea9-9551-88ec1b06478a","The Harder They Come","Jimmy Cliff",,"Labor History Today collection (MP3); cgarlock@gmail.com",,,,,,,
